,ID,Customer_id,Interaction,UID,zip,Lat,Lng,City,State,Population,County,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,fav_color,Credit_card,Churn,Gender,SeniorCitizen,Contract,Partner,Depend,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,TotalCharge,item1,item2,item3,item4,item5,item6,item7,item8 
463,463,Y592744,2c4a710b-a6a7-44cd-9bb6-07053f314a28,7271a6f306a261801ca3ac1ab8d3bace,96118,39.63885,-120.22928,Loyalton,CA,1808,Sierra,Rural,America/Los_Angeles,"Engineer, agricultural",0,45,Nursery School to 8th Grade,Full Time,48922.76,Separated,SpringGreen,Diners Club / Carte Blanche,No,Female,Yes,One year,Yes,No,Fiber Optic,1,Yes,No,No,No,0,Yes,Yes,No,Credit Card (automatic),13.99579075,92.36715111,1208.759316,3,2,2,2,4,3,4,1
464,464,D391430,d93c8aad-a3f0-4b97-a875-f9070440ef81,bca545681a0987414fcc118cd60302b0,42458,37.8412,-87.42358,Spottsville,KY,1119,Henderson,Suburban,America/Chicago,Immunologist,1,33,"Some College, Less than 1 Year",Full Time,8165.97,Divorced,IndianRed,JCB 16 digit,Yes,Female,No,Month-to-month,No,No,None,1,No,No,No,Yes,1,No,No,No,Credit Card (automatic),13.44056701,86.89491728,1156.660882,2,2,1,2,3,1,2,3
465,465,Q783171,e39bc1ab-9f80-4261-8947-e69b58109ef3,8ecb0be33ab8df23921ac40ea1d13c74,36442,31.07156,-86.36268,Florala,AL,2985,Covington,Rural,America/Chicago,"Buyer, retail",1,86,"Some College, 1 or More Years, No Degree",Student,83041.18,Divorced,Orchid,VISA 16 digit,Yes,Female,Yes,Two Year,Yes,Yes,Fiber Optic,1,Yes,No,No,No,1,Yes,No,Yes,Credit Card (automatic),NA,89.86337306,284.0361863,2,2,2,2,4,2,2,3
466,466,K796504,1b503bf4-35cf-44ff-a71b-dc5f5e84fa53,aad086cdcd84f93e34039586c73740e4,97721,42.90414,-118.58292,Princeton,OR,207,Harney,Rural,America/Los_Angeles,Health service manager,1,88,Associate's Degree,Full Time,35521.5,Widowed,RosyBrown,VISA 16 digit,Yes,Female,No,Month-to-month,No,No,DSL,1,Yes,No,No,No,0,Yes,No,No,Electronic Check,14.58066686,99.15443012,1478.35212,3,2,2,4,2,2,3,2
467,467,F157997,a4b9811d-db1e-4328-82d8-2c78cbaed160,7c273b5039cf39d1cd13ea666c7c5b01,39177,32.62288,-90.8004,Valley Park,MS,142,Issaquena,Suburban,America/Chicago,Translator,0,18,Associate's Degree,Full Time,18617.95,Never Married,DeepPink,JCB 15 digit,No,Male,No,Month-to-month,Yes,No,Fiber Optic,0,Yes,No,No,No,0,No,No,Yes,Mailed Check,17.24908083,82.66424694,1477.533528,4,3,2,1,4,1,3,2
468,468,G73581,16a75e49-c192-4c02-9869-6880e888bc89,e7a5fb58c7fde11c6cdb9a234ece50e2,16507,42.13617,-80.08657,Erie,PA,9379,Erie,Rural,America/New_York,"Optician, dispensing",7,89,GED or Alternative Credential,Full Time,59488.46,Widowed,PaleGoldenRod,VISA 13 digit,Yes,Male,No,Two Year,No,No,DSL,NA,No,No,No,No,0,Yes,Yes,Yes,Electronic Check,2.760467902,100.8361643,376.5622068,1,1,1,3,4,2,1,1
469,469,C875992,98fd014f-e2b6-4939-b74a-d128da8eee88,12c2b77a820eec607f48903360513418,96710,19.85432,-155.21808,Hakalau,HI,246,Hawaii,Urban,Pacific/Honolulu,Field seismologist,1,66,Bachelor's Degree,Full Time,89098.36,Married,DarkOliveGreen,VISA 16 digit,Yes,Male,No,One year,No,Yes,DSL,1,No,No,No,Yes,0,Yes,No,Yes,Electronic Check,20.04140358,101.3111624,2025.242805,0,1,1,2,2,2,1,2
470,470,S473175,5309db21-9b98-479d-9c4f-29ebf45a18b4,6b05784528756354c99ca37c998274d5,24314,37.16731,-81.21383,Bastian,VA,1522,Bland,Rural,America/New_York,Education administrator,2,56,"Some College, Less than 1 Year",Full Time,39479.34,Widowed,WhiteSmoke,Mastercard,Yes,Female,No,One year,No,Yes,None,1,No,Yes,Yes,No,0,Yes,No,No,Credit Card (automatic),8.001673351,90.16209734,737.7876893,3,3,2,4,2,2,3,5
471,471,Q585011,06a9fade-3076-4c14-a6b8-8b3251627dd7,a9713043492c1f8d3a3361e8c87b7daa,50246,42.27537,-93.78216,Stanhope,IA,613,Hamilton,Suburban,America/Chicago,Meteorologist,4,25,Bachelor's Degree,Retired,32790.97,Separated,YellowGreen,VISA 16 digit,No,Female,No,Month-to-month,Yes,Yes,Fiber Optic,1,Yes,No,Yes,No,0,Yes,No,No,Bank Transfer(automatic),1.092219692,90.73878333,155.8969958,3,2,3,3,0,4,4,4
472,472,M353309,d7544d16-41f0-4e50-934f-a5c8468cab00,370e023dc96dbfbbc015fc9ff00ddceb,77078,29.853,-95.2516,Houston,TX,15411,Harris,Urban,America/Chicago,"Exhibitions officer, museum/gallery",1,45,Regular High School Diploma,Part Time,19889.34,Never Married,LightYellow,American Express,Yes,Female,No,Month-to-month,No,Yes,Fiber Optic,1,No,No,Yes,No,1,Yes,No,Yes,Electronic Check,14.68600159,90.1227484,1338.994147,2,2,2,4,2,2,2,3
473,473,F900891,63f3671c-99dd-4034-a5a3-f94b303f0929,6892af09ad384917527db6f218ed42ad,78363,27.44952,-97.86266,Kingsville,TX,29949,Kleberg,Suburban,America/Chicago,Immigration officer,0,56,"Some College, 1 or More Years, No Degree",Student,25488.67,Separated,Aquamarine,JCB 16 digit,Yes,Female,No,Two Year,No,Yes,None,1,No,No,No,Yes,0,Yes,No,Yes,Mailed Check,4.135515169,88.38990513,387.8234612,2,2,1,4,3,3,1,3
474,474,L957640,295e1420-fe39-44fd-8491-a4a1a8ee1626,091bc824a5ef35f5e67127748cbdd9cc,4668,45.20968,-67.59014,Princeton,ME,1640,Washington,Urban,America/New_York,Electrical engineer,1,33,GED or Alternative Credential,Student,35371.97,Never Married,LemonChiffon,JCB 16 digit,No,Male,No,One year,Yes,No,Fiber Optic,1,No,No,No,Yes,0,No,Yes,No,Mailed Check,9.086633107,87.65614476,853.2551568,3,3,3,2,4,3,1,1
475,475,M521755,048aec55-96bb-4b23-ae55-5b6536fd5dca,21a94b191c5c20f4fa816ecd6a5159a9,24139,37.01141,-79.47875,Pittsville,VA,423,Pittsylvania,Suburban,America/New_York,"Teacher, English as a foreign language",0,79,GED or Alternative Credential,Full Time,15426.56,Never Married,MediumBlue,American Express,No,Male,No,Month-to-month,Yes,Yes,DSL,0,No,Yes,Yes,Yes,1,Yes,No,No,Electronic Check,9.493585403,107.3430645,980.1074711,2,2,2,0,3,1,3,1
476,476,C960228,161ac84a-c2d8-4c32-a618-ddd94f2444c7,b53f48b0d7163f8278eeb2d1ef53f3ee,98383,47.66207,-122.71793,Silverdale,WA,21301,Kitsap,Suburban,America/Los_Angeles,Orthoptist,1,79,Bachelor's Degree,Student,18985.12,Widowed,DarkKhaki,Mastercard,Yes,Male,No,Month-to-month,Yes,Yes,DSL,1,No,No,No,Yes,0,Yes,No,No,Bank Transfer(automatic),5.372758028,99.79611792,548.3503803,2,3,2,2,2,2,3,4
477,477,J12843,b0a50323-47a4-4b5a-9102-17b159f73b0f,4729e176b8af68cabd82bec91182c23a,96049,41.76839,-123.32588,Redding,CA,87,Siskiyou,Urban,America/Los_Angeles,Structural engineer,0,68,"9th Grade to 12th Grade, No Diploma",Full Time,34796.87,Widowed,Cyan,Mastercard,Yes,Female,No,One year,No,No,None,NA,No,No,Yes,Yes,0,Yes,No,No,Mailed Check,13.82188875,89.86393509,1272.842001,3,2,1,2,4,3,1,1
478,478,P960014,7fbf3b1e-00e5-47c5-a812-d15856ec687f,0a76a84b9939601dda958fcb7769c3fe,37370,35.36001,-84.70295,Riceville,TN,4962,McMinn,Rural,America/New_York,"Civil engineer, contracting",0,49,Bachelor's Degree,Full Time,39454.8,Never Married,Linen,JCB 16 digit,Yes,Female,No,Month-to-month,Yes,Yes,Fiber Optic,1,No,No,No,Yes,0,No,No,Yes,Bank Transfer(automatic),2.598489694,81.82115361,198.4471674,2,4,2,3,2,2,2,2
479,479,T912154,8c774479-0760-40bc-a2c7-cabc49a89cc3,bafbff164fd930322ab416aba96590cb,1460,42.53501,-71.4891,Littleton,MA,9935,Middlesex,Urban,America/New_York,"Scientist, biomedical",2,89,Regular High School Diploma,Full Time,16621.53,Widowed,Brown,JCB 16 digit,No,Female,No,Month-to-month,Yes,Yes,Fiber Optic,1,No,No,Yes,Yes,1,Yes,Yes,Yes,Mailed Check,12.9401487,98.4832928,1227.206288,5,3,5,2,3,3,3,2
480,480,G696221,d9d59ded-9a2b-4149-952a-9c38e9cf4c31,ee81e2569a7477396c41c5cfc00b877a,72774,35.87852,-94.21518,West Fork,AR,5726,Washington,Urban,America/Chicago,"Scientist, clinical (histocompatibility and immunogenetics)",1,21,Associate's Degree,Full Time,73417.31,Separated,LimeGreen,JCB 16 digit,No,Female,No,Two Year,Yes,No,Fiber Optic,0,No,No,Yes,No,0,Yes,Yes,No,Electronic Check,NA,92.33638324,480.9041742,2,2,3,4,2,3,2,2
481,481,W987755,7e8b00b4-fbf0-43b5-8e8e-c7754a50d3e3,d8019dd30475b48023e853139d122291,49441,43.18554,-86.27254,Muskegon,MI,35802,Muskegon,Urban,America/Detroit,Retail banker,4,57,Regular High School Diploma,Full Time,42147.75,Widowed,Moccasin,Voyager,Yes,Female,Yes,Two Year,No,No,Fiber Optic,1,No,No,Yes,Yes,0,No,Yes,No,Credit Card (automatic),NA,89.4993875,2550.175861,4,3,3,1,3,3,2,4
482,482,R934959,2ef62a25-c52e-4543-92ed-1436c83e00fc,a136e41beea189e7ad83e45a584369b1,53182,42.69891,-88.04166,Union Grove,WI,9719,Racine,Urban,America/Chicago,Chief of Staff,4,63,Regular High School Diploma,Full Time,30694.27,Married,Teal,VISA 13 digit,Yes,Female,No,One year,Yes,No,Fiber Optic,NA,Yes,Yes,No,Yes,0,Yes,Yes,Yes,Credit Card (automatic),7.176411327,96.97888462,699.5555311,3,3,4,5,2,4,2,4
483,483,B264341,32d887a9-bff4-4fb5-af11-936c2ce9519e,37054062071ce934cdf20b6d3376e5f6,83213,43.55471,-113.30089,Arco,ID,1321,Butte,Urban,America/Boise,Pharmacologist,3,87,Regular High School Diploma,Unemployed,54641.78,Never Married,AntiqueWhite,VISA 16 digit,No,Female,No,Two Year,Yes,No,Fiber Optic,1,No,No,Yes,Yes,0,Yes,No,Yes,Bank Transfer(automatic),5.709925704,88.84290381,536.8392046,1,0,0,4,2,3,4,4
484,484,Q20365,dfbdf510-f1ad-42e5-8ab1-d545874eb699,ca5e03e4e12fae36d933e450905dcca5,38626,34.51371,-90.41772,Dundee,MS,1006,Tunica,Suburban,America/Chicago,Academic librarian,1,53,Bachelor's Degree,Full Time,19460.42,Never Married,Orange,JCB 15 digit,No,Female,No,Two Year,No,No,DSL,NA,Yes,No,No,Yes,0,No,No,No,Bank Transfer(automatic),3.956375328,95.98467096,382.6529639,2,2,2,3,4,1,1,3
485,485,W415051,84129531-b414-487d-99a1-4eab49106eb4,eff6adf27367d699b96601dd2cb54b82,43026,40.02275,-83.18552,Hilliard,OH,62169,Franklin,Suburban,America/New_York,Animal technologist,0,51,Bachelor's Degree,Full Time,47230.86,Married,Orange,VISA 16 digit,Yes,Female,No,Month-to-month,Yes,Yes,Fiber Optic,1,Yes,No,Yes,No,0,No,No,No,Mailed Check,1.033067819,84.9808955,159.7913506,3,2,2,3,3,3,4,3
486,486,Z477994,2e849333-bb96-49e3-8c41-000bfbea7555,fc012bea2261d750c251606812be883d,80138,39.51759,-104.67106,Parker,CO,33603,Douglas,Urban,America/Denver,Mining engineer,1,53,Regular High School Diploma,Full Time,37832.59,Separated,Orchid,JCB 15 digit,No,Male,No,One year,No,No,Fiber Optic,1,No,Yes,No,Yes,0,No,No,No,Electronic Check,2.206152519,84.51756361,188.0162375,1,1,2,2,3,1,1,1
487,487,D195797,660acad7-6f10-484a-b1a0-7caa0dd8bf97,0b27a3524f1a639cfa2b6dfa6662cdab,45206,39.12738,-84.48436,Cincinnati,OH,10825,Hamilton,Suburban,America/New_York,Youth worker,2,63,Doctorate Degree,Full Time,45199.48,Divorced,LightSkyBlue,JCB 16 digit,No,Male,Yes,One year,Yes,No,Fiber Optic,1,Yes,No,Yes,Yes,1,Yes,Yes,Yes,Electronic Check,3.820262172,98.69751823,426.535247,2,2,2,2,2,2,1,1
488,488,V615478,6d66b1c5-06e8-4d21-9569-cf140c904280,cb748239693cecf7d94579b4dbefa4d8,36444,31.66427,-87.45328,Franklin,AL,924,Monroe,Urban,America/Chicago,Field seismologist,2,79,Regular High School Diploma,Retired,50945.18,Married,Azure,JCB 16 digit,No,Male,No,Month-to-month,No,No,Fiber Optic,NA,Yes,No,Yes,No,0,No,No,No,Bank Transfer(automatic),NA,84.59584873,257.0455385,2,2,4,3,2,3,4,3
489,489,U577089,6fd428cc-19ce-4794-aae7-1d73813afa96,a53beb6af08dae04a924232fe6dae0b8,28646,36.07917,-81.83919,Linville,NC,308,Avery,Rural,America/New_York,Actor,2,77,Regular High School Diploma,Full Time,30811.65,Never Married,DarkBlue,JCB 15 digit,No,Male,No,Month-to-month,No,No,Fiber Optic,NA,No,Yes,No,Yes,1,Yes,No,Yes,Credit Card (automatic),5.622660986,91.66659354,624.153072,2,2,3,2,4,2,2,1
490,490,N275150,d64dd67c-e373-4f33-8ede-c94d30bfe9ba,5c0b4e28b346bc4edac10322d7f8a048,3071,42.74894,-71.87472,New Ipswich,NH,5316,Hillsborough,Suburban,America/New_York,"Pharmacist, community",1,55,"Some College, Less than 1 Year",Full Time,65807.76,Married,BlueViolet,JCB 15 digit,No,Female,Yes,Two Year,No,No,Fiber Optic,1,Yes,Yes,No,No,0,Yes,Yes,Yes,Mailed Check,1.634394387,94.36391141,197.7321628,1,1,2,2,4,1,2,1
491,491,A500103,f66cd906-e33c-4b11-9216-02059a2b398c,9d433d2c54b6e76e042a5d7257f0890f,3850,43.69273,-71.302,Melvin Village,NH,275,Carroll,Rural,America/New_York,Art gallery manager,0,29,GED or Alternative Credential,Full Time,61152.92,Divorced,LightSalmon,Voyager,No,Female,No,Month-to-month,No,No,None,NA,No,Yes,No,Yes,NA,No,Yes,Yes,Electronic Check,2.012075635,90.69749765,243.0308674,2,3,2,3,3,1,1,2
492,492,J308893,9bf48a46-ff8d-4f8e-b50b-6dd1bfa8e5c2,e101bba89ad4099cde8d7445f56d6481,27957,36.0645,-76.77187,Merry Hill,NC,1298,Bertie,Urban,America/New_York,Geographical information systems officer,0,28,"Some College, 1 or More Years, No Degree",Full Time,45610.55,Married,PaleVioletRed,VISA 16 digit,Yes,Female,Yes,Month-to-month,Yes,No,DSL,1,Yes,Yes,Yes,No,1,Yes,Yes,No,Bank Transfer(automatic),10.06913982,112.8445817,1114.041342,3,3,2,4,0,3,3,3
493,493,P892051,f0c73a36-9de9-4a2b-8154-69ebd848809a,0bcc030d310f722648b5f9ec9024ca20,96705,21.89983,-159.56549,Eleele,HI,2869,Kauai,Urban,Pacific/Honolulu,Information officer,1,54,"9th Grade to 12th Grade, No Diploma",Full Time,32963.77,Married,LawnGreen,VISA 16 digit,Yes,Female,No,Month-to-month,No,No,DSL,1,No,Yes,Yes,No,1,No,No,No,Bank Transfer(automatic),6.935335786,101.0056006,721.7633639,4,4,3,4,2,4,3,3
494,494,L947038,c6cd1640-f1c4-461e-b50c-30cdfc8817c1,ea76b3e7a2084bf821e30e1ff3b756cd,75478,33.17445,-95.35751,Saltillo,TX,949,Hopkins,Suburban,America/Chicago,"Teacher, music",0,57,"Some College, 1 or More Years, No Degree",Retired,100647.14,Divorced,MidnightBlue,Voyager,Yes,Female,No,Two Year,No,No,Fiber Optic,1,No,Yes,Yes,No,0,Yes,Yes,Yes,Electronic Check,NA,94.57221666,1371.710906,3,3,4,4,2,4,1,2
495,495,F498478,edfd0232-4418-41c3-a8c5-d0aa1560bc05,e977db0ed78cd3c84d22136259b077e9,60482,41.68735,-87.79106,Worth,IL,10916,Cook,Suburban,America/Chicago,Ergonomist,0,55,Bachelor's Degree,Full Time,40598.48,Never Married,DarkSeaGreen,VISA 13 digit,No,Male,No,One year,Yes,Yes,Fiber Optic,1,Yes,No,No,Yes,0,Yes,No,No,Credit Card (automatic),12.75071284,89.81601041,1067.625036,1,0,0,3,3,2,1,1
496,496,H75117,f5cbef4e-6e4d-4b3d-827a-0efa202c0f92,1d8c3fa2298c322bf7c6e6b4ab2f4516,29661,35.06213,-82.53509,Marietta,SC,5885,Greenville,Suburban,America/New_York,Medical laboratory scientific officer,1,88,Associate's Degree,Full Time,43460.33,Never Married,LightGreen,VISA 13 digit,Yes,Male,No,Month-to-month,No,Yes,Fiber Optic,NA,No,No,No,Yes,0,Yes,Yes,Yes,Mailed Check,8.573785357,91.89531223,783.5498603,3,1,4,2,2,3,2,2
497,497,H292733,fa83133f-662e-4f94-b39a-0a76e951459b,d6fdd51c5bd41cbba75637208af21d26,37743,36.0655,-82.85674,Greeneville,TN,26291,Greene,Suburban,America/New_York,Multimedia programmer,2,57,"9th Grade to 12th Grade, No Diploma",Part Time,29223.88,Married,MediumPurple,Diners Club / Carte Blanche,Yes,Female,No,One year,Yes,No,Fiber Optic,1,Yes,No,No,Yes,0,Yes,Yes,Yes,Credit Card (automatic),NA,93.97398629,1195.923647,1,2,2,1,5,2,0,2
498,498,L124227,86be66f1-4f3f-49be-adec-83077fdd08bd,7d31478359d917861e96a27c4a989006,10305,40.59532,-74.07544,Staten Island,NY,42298,Richmond,Rural,America/New_York,Legal secretary,3,49,Master's Degree,Student,9172.66,Married,LightGreen,Maestro,Yes,Female,No,Month-to-month,Yes,Yes,DSL,1,No,Yes,Yes,No,0,Yes,No,No,Bank Transfer(automatic),10.77929667,101.2124208,1158.519628,1,2,2,3,3,2,3,3
499,499,Z253470,5cb63b67-61be-4daa-8b52-8a575449749a,d7fb69623b2aad4aae1a2c0811e855b3,99759,69.73125,-162.89793,Point Lay,AK,251,North Slope,Urban,America/Nome,Air cabin crew,7,76,Associate's Degree,Student,22824.28,Widowed,OldLace,Diners Club / Carte Blanche,Yes,Male,No,One year,No,No,DSL,1,No,Yes,No,No,0,No,No,No,Electronic Check,16.88097916,93.0268422,1661.420745,3,2,3,2,2,2,3,3
500,500,F161487,582a938c-3e02-410e-8893-e5744f9180eb,37731d313f21ee3d1c0d8528dcbe2a09,35610,34.95098,-87.24209,Anderson,AL,1702,Lauderdale,Urban,America/Chicago,Hydrographic surveyor,4,73,Associate's Degree,Student,4558.37,Married,Moccasin,JCB 16 digit,Yes,Female,No,Two Year,Yes,No,DSL,1,No,No,Yes,No,NA,Yes,Yes,Yes,Mailed Check,NA,105.7703508,1738.446221,3,4,4,3,2,3,3,2
501,501,T434750,49689a34-6251-4da6-bae4-f820971d46ad,5f05387e7aaa951ce9e7ecade6a4f469,71670,33.7369,-91.40689,Tillar,AR,1162,Desha,Rural,America/Chicago,Civil Service fast streamer,1,74,Master's Degree,Full Time,35153.22,Divorced,WhiteSmoke,Diners Club / Carte Blanche,No,Male,No,Month-to-month,Yes,No,DSL,1,No,No,No,No,0,No,No,No,Credit Card (automatic),11.91663193,92.14065006,1113.183876,1,1,1,2,3,1,2,2
502,502,P43762,3eede5a1-f9a2-4835-82a1-58c638016315,0d346d872b9a78bbe5dbeaaab347956d,54870,45.71622,-91.77101,Sarona,WI,1537,Washburn,Urban,America/Chicago,"Surveyor, land/geomatics",3,80,Bachelor's Degree,Full Time,43998.2,Separated,PeachPuff,Discover,No,Female,Yes,Month-to-month,Yes,No,Fiber Optic,NA,No,No,Yes,Yes,NA,No,Yes,No,Mailed Check,2.81822785,124.5167062,259.0979879,2,2,3,4,1,3,4,3
503,503,D309783,845f3b1b-177a-425c-87a2-798088e63cf2,e6a4bf7dc69c92d6c4961da0b0fb44f3,61372,41.46491,-89.07802,Troy Grove,IL,161,LaSalle,Suburban,America/Chicago,Occupational psychologist,0,33,Regular High School Diploma,Full Time,12349.58,Divorced,SeaGreen,VISA 16 digit,Yes,Female,Yes,Two Year,No,No,DSL,1,No,Yes,Yes,No,1,No,No,No,Mailed Check,5.100566529,102.6435064,537.0078704,4,3,3,2,4,2,1,2
504,504,B310750,df66aae8-d3cd-4405-90cb-ba1a654dce07,5f21dd6801201c9c5de5efce3f9bff2a,66864,38.35645,-95.98371,Neosho Rapids,KS,406,Lyon,Urban,America/Chicago,Primary school teacher,1,40,Regular High School Diploma,Part Time,62595.7,Never Married,MediumAquaMarine,Voyager,Yes,Male,No,Two Year,No,No,Fiber Optic,NA,No,No,Yes,Yes,NA,Yes,Yes,No,Bank Transfer(automatic),4.806882153,97.03632448,493.0517976,0,1,1,3,2,1,2,2
505,505,T663920,f38e3f77-48a2-48de-bd91-91295c501610,b8d77eeb57cb16410ee5e75e5f4766b4,76887,31.01268,-99.16058,Voca,TX,110,McCulloch,Suburban,America/Chicago,Retail banker,3,63,No Schooling Completed,Full Time,34134.27,Separated,Orange,Diners Club / Carte Blanche,Yes,Female,No,Two Year,No,No,Fiber Optic,NA,No,Yes,Yes,Yes,1,No,Yes,No,Electronic Check,5.658327457,94.76742501,485.8110313,4,5,5,3,0,4,2,3
506,506,N523308,e468c1ec-40df-498d-8bae-346b42e6167d,a21c04ae4150b6db5bff58b681628234,42746,37.21189,-85.7336,Hardyville,KY,1746,Hart,Suburban,America/Chicago,Petroleum engineer,2,46,Nursery School to 8th Grade,Retired,50210.22,Widowed,Ivory,JCB 16 digit,Yes,Male,No,Month-to-month,No,Yes,DSL,1,Yes,No,Yes,No,0,Yes,Yes,No,Electronic Check,2.649525158,107.3357355,259.3357033,2,3,3,2,3,2,3,3
507,507,B759427,5cebebfd-61af-4fbb-b980-4eaca403d3a7,7c52b07281989e97aac4d28482e229e3,12465,42.1531,-74.46732,Pine Hill,NY,199,Ulster,Rural,America/New_York,"Civil engineer, contracting",5,75,Regular High School Diploma,Student,77595.81,Married,FireBrick,JCB 15 digit,Yes,Male,No,One year,No,No,DSL,1,No,No,Yes,No,0,Yes,No,Yes,Electronic Check,18.76976086,100.7710841,1862.074728,0,1,1,1,3,1,2,2
508,508,Y802622,3306c3c8-af47-4f2a-93d0-7a579804b00f,289b7b04cd57fb7331c8f6b662d712df,92582,33.80581,-117.01944,San Jacinto,CA,16783,Riverside,Urban,America/Los_Angeles,Museum/gallery conservator,1,63,Master's Degree,Part Time,37922.75,Married,Thistle,VISA 16 digit,No,Male,No,Month-to-month,Yes,Yes,Fiber Optic,1,No,No,No,No,0,No,No,No,Bank Transfer(automatic),13.04542381,80.1532651,1032.042479,2,3,4,3,3,2,2,2
509,509,T375340,ed2a72cc-89d2-4dd2-a27c-f72f0649bab4,76c8a1db591930f20d1a832a13f2fbb3,32234,30.21457,-81.98375,Jacksonville,FL,5780,Duval,Urban,America/New_York,"Engineer, broadcasting (operations)",0,83,Master's Degree,Full Time,30769.75,Separated,PapayaWhip,JCB 16 digit,Yes,Female,No,Month-to-month,Yes,No,None,1,Yes,No,Yes,Yes,0,No,Yes,No,Mailed Check,1.534192133,91.6449888,195.9564831,1,3,2,2,4,2,2,2
510,510,H782363,025ae690-555b-446c-9cab-c88908220bee,1be06c52e45d368e5d01e02d6e26f7db,56755,48.97109,-97.10472,Saint Vincent,MN,86,Kittson,Suburban,America/Chicago,Jewellery designer,0,30,"Some College, 1 or More Years, No Degree",Retired,29934.09,Widowed,MediumOrchid,Discover,Yes,Male,No,Month-to-month,No,No,None,1,Yes,Yes,No,No,0,No,Yes,No,Mailed Check,9.039309605,88.95245761,892.3997543,1,2,1,5,0,3,1,1
511,511,Z515622,6a9a6359-1709-4415-97aa-b72c4efe2356,330a2e99bd192a18426a46eef88ee0e2,82060,41.23548,-104.50146,Hillsdale,WY,613,Laramie,Suburban,America/Denver,"Administrator, arts",1,89,Regular High School Diploma,Full Time,34754.99,Married,DarkSalmon,Diners Club / Carte Blanche,Yes,Male,No,Month-to-month,Yes,No,DSL,1,No,Yes,No,Yes,0,No,No,Yes,Electronic Check,10.15330548,96.86479866,952.6778288,2,1,2,1,4,1,1,1
512,512,X286988,fbf11252-9dee-4cb2-b92a-554aa514e3b3,250dd9193bbc14ebf4c8871258ae894b,6259,41.87006,-71.99073,Pomfret Center,CT,4465,Windham,Rural,America/New_York,Fish farm manager,0,62,Regular High School Diploma,Full Time,70854.05,Married,Brown,Voyager,Yes,Female,No,One year,No,No,DSL,NA,No,No,No,No,0,No,No,No,Credit Card (automatic),8.792119046,125.3495497,800.4831284,3,3,3,2,4,2,4,1
513,513,E634326,4f41dbea-abd7-4f97-b890-6b01e89213e8,ae626e953f08f4c311c2dc8274daa5b2,54643,44.18707,-90.6387,Millston,WI,2,Jackson,Rural,America/Chicago,Physiotherapist,0,49,"Some College, 1 or More Years, No Degree",Part Time,46375.27,Divorced,LightGray,Diners Club / Carte Blanche,Yes,Female,No,One year,No,Yes,DSL,1,No,Yes,Yes,Yes,0,Yes,Yes,Yes,Electronic Check,1.542556879,109.3584375,140.8154951,4,4,2,3,3,3,3,3
514,514,S785720,9f919b11-6c16-4039-b3ed-beee8ac82de9,822d06452b25ea841aa32fd2b7d50e1c,56358,45.84355,-93.45215,Ogilvie,MN,3326,Kanabec,Rural,America/Chicago,Chartered legal executive (England and Wales),1,63,"Some College, Less than 1 Year",Full Time,35988.88,Married,MistyRose,JCB 16 digit,Yes,Male,Yes,Month-to-month,Yes,Yes,DSL,1,Yes,No,No,No,1,Yes,Yes,No,Electronic Check,13.65776694,106.4607775,1468.835607,3,4,3,5,3,4,3,4
515,515,A349493,70930df7-9e21-46e8-9cc2-5e43889e2475,535f63d1fcd51a22e27e9bc65ec89a07,1952,42.84654,-70.86162,Salisbury,MA,9227,Essex,Suburban,America/New_York,Sales executive,0,74,Associate's Degree,Student,47468.66,Separated,DarkViolet,VISA 16 digit,Yes,Female,No,One year,Yes,No,None,1,Yes,No,No,No,0,Yes,Yes,No,Electronic Check,5.165404738,91.56811116,426.9800754,2,3,2,4,2,2,4,2
516,516,W795143,b2ab54da-de8a-4d7f-9558-2b9a4d3cfbbe,6cfc8dc757891b8a1b85ef11b1835d6a,66970,39.93914,-98.03618,Webber,KS,105,Jewell,Urban,America/Chicago,Arboriculturist,3,88,"Some College, Less than 1 Year",Retired,23602.76,Divorced,OldLace,JCB 15 digit,No,Male,Yes,Month-to-month,No,Yes,None,1,No,No,No,No,NA,Yes,Yes,Yes,Mailed Check,NA,89.23541841,1143.980212,3,3,3,2,2,2,1,2
517,517,Y768966,4cc9e74b-c2d9-47f7-80c9-81b940ff0d28,243c5df03da1a234e861bfc312dc579a,66751,37.9377,-95.2867,La Harpe,KS,822,Allen,Suburban,America/Chicago,Print production planner,3,18,Regular High School Diploma,Full Time,41595.63,Divorced,DarkCyan,Maestro,Yes,Female,No,One year,No,No,Fiber Optic,1,No,No,Yes,Yes,0,Yes,Yes,No,Bank Transfer(automatic),1.557206083,95.13806064,35.59753467,3,2,3,3,2,3,3,1
518,518,H843808,b2d6522c-6fa2-4c7f-bd16-c604723f530f,b9e1ba338b84142e1bc3eeaf6bbf6045,57108,43.47752,-96.70406,Sioux Falls,SD,22449,Lincoln,Suburban,America/Chicago,Cabin crew,4,70,Regular High School Diploma,Full Time,23946.43,Widowed,SlateGray,Discover,Yes,Male,No,Month-to-month,Yes,No,Fiber Optic,1,No,Yes,Yes,No,1,No,Yes,No,Electronic Check,7.226076469,94.08954133,729.9663125,3,3,3,2,3,2,4,3
